CPUUtilization_Average,NetworkIn_Average,NetworkOut_Average,MemoryUtilization_Average
41,131960358,129916705,59.39982738
46,170607349,143813634,50.60298191
62,258719431,246741544,56.77605975
4,42242,39403,35.98317879
83,454971830,424519240,53.68014805
66,327422361,264637960,52.50080393
74.24,199065367,179015814,57.76982926
97,356167962,270806224,62.89973457
80,438709235,420748584,56.71702904
98.33,356819091,318899451,98.04825558
57,191306221,201118242,52.73570753
75.67,216519488,194924128,71.95336318
3,10486490,1390133,53.95423066
56,250868236,238132299,69.14634586
76,394237036,380313855,56.5286591
48,124069853,111575611,59.49965125
76,254601234,242290276,52.25218406
27,19237253,24920292,55.57304237
79,439714403,412480316,54.85537731
61,246397316,229278569,41.10101922
32,46742748,42081603,67.16495628
77,215034673,194880095,64.55024479
45,251298673,236247420,63.16687046
23,14233957,16509561,66.2811213
3,41789,39755,38.60806404
75,266863913,224512153,57.35869588
60,252282836,225682186,63.05216191
1.67,193145,154650,54.51602259
46,170426146,164014542,47.78215738
2,21402,16813,53.84838882
66,305941396,299252403,65.24925234
63,256615014,260050196,57.84511501
71.67,42550390,39006622,78.23393539
72,42479389,38903169,58.69833206
48,148813394,134761575,66.28193411
3,5488,2783,22.71269978
29,33871262,29788317,53.61100796
37,322279169,320651496,61.46691817
72.67,198675586,178638223,58.49162916
63,320515368,234567450,73.41032387
1.97,4679,3779,53.49817682
32,41239013,39283182,63.94346464
21,18748398,16227913,45.81616049
1.67,0,0,53.62861133
35,170668913,186823154,48.74574987
2,0,0,53.57330378
27,45139736,47482873,55.70619167
71.67,42331119,38859554,60.18665521
3,41311,38783,38.76935707
2,0,0,53.13904091
3,41859,39084,36.01640261
73.67,194509107,176137519,73.15352671
2,41968,33813,53.94852351
29,4199348,3227196,71.79812847
52,396201136,367668258,54.64302932
59,294739980,240155752,68.69340456
74,322221562,314600543,60.10768786
8,5388,2597,26.63783543
3,41241,38939,38.75223715
35,33277955,35976407,53.29975052
71,282339033,303143535,55.24187096
1.67,196974,157885,54.07823165
2,5144,2369,22.79733417
3,41435,39180,38.54060038
47,377883792,372103252,51.01060876
3,48198,43907,36.28854332
23,14205729,16409782,58.97309937
72,193709776,176540753,70.80746953
81,451848372,417113578,66.98232686
22,19812272,16640078,67.68470084
1.67,190012,152068,53.95516456
1,5000,2171,23.01781031
81,54657858,49576939,84.90228307
52,243835179,182331878,50.01374166
75.33,47286785,43122136,87.04941984
59,253327107,178362582,55.69018937
83,300321016,271064356,69.99157212
3,40519,38146,38.65607094
36,230140167,229615783,62.8009004
72,70506363,76666079,47.00358198
17,13490432,11899568,50.15212345
59,264521679,258204965,64.15134214
77,219043332,198642237,76.79780679
32,48670754,47417670,56.93161226
59,286812329,256921054,45.38912768
74.67,212544479,192122137,64.71647875
36,349617576,331761254,51.45811436
67,318724128,241734698,37.45864167
96,358629769,319975064,75.09510201
3,42253,39324,36.04728959
73.9,198794373,178748941,73.75101432
31,37306857,33704547,46.55312992
2,0,0,53.46362257
4,46952,41528,36.1437606
5,5090,2423,22.83523168
79,408586461,399554624,66.41711545
78.64,213097391,192743843,63.78963622
2,21155,16686,53.8803489
78,429677676,404221002,63.84709523
2,157478,32942,53.86696302
72,42406653,38830721,61.79866805
73,43519162,39294816,59.18956275
0,5244,2333,26.68000022
53,125340162,130172700,62.14475528
71.67,194347270,176093659,68.65701223
56,253517969,236865234,59.01597538
74.67,42325872,38744447,81.716651
72,102871286,106655100,41.73039223
29.33,4156168,3267087,72.83070908
74,168468879,168308805,67.62907379
76.61,212600881,192199786,80.17509562
58,197810066,235907574,50.61024645
73,42647072,38867077,80.59784041
82,464723824,437609515,49.56704888
32,40334595,38796873,62.46063561
63,302925241,282085462,55.59630921
44,74399597,121945691,56.06784366
65,307520869,267177268,56.05697225
2,0,0,53.2614854
27,29084503,26600073,60.56184838
73.11,201863463,181462368,64.31666636
73,196469826,179009956,54.75281778
3,41439,39083,41.97647205
77,402637935,387453004,61.09444558
71,7848324,14690679,43.5140645
42,436043128,421978549,45.69748947
57,164171206,205618247,42.61514163
28.47,4149897,3252906,56.6565183
82,442548686,428891358,64.61540884
52,189422775,172753167,54.61285356
1.67,22829,18027,53.82369239
67,169580568,213401007,45.79482409
37,162414747,119846558,56.3843336
80,454277359,424381247,64.37786359
4,42339,39460,43.79738141
9,4946,2225,22.90249214
39,141176996,135730289,59.74085418
78.31,47450405,43404530,63.77137331
4,46286,41039,35.92272565
4,42490,39661,36.2609076
30.33,4223216,3317220,72.70650056
2,0,0,53.50782711
4,42045,39590,38.82391729
59,280940834,202612510,39.46665095
64,133735239,180899026,70.0543113
28,18931841,14590797,54.36504231
3,41801,39482,38.52536009
76,214748365,194347270,61.27526974
1.64,0,0,53.78062928
54,138127443,169374564,56.80933437
73,42261065,38693164,82.05129802
74.33,43524107,39531337,85.20891313
72,194347270,177167401,55.41972518
1.64,0,0,53.42554026
49,115757734,88564127,70.95054172
83,456280426,438926421,60.47497875
52,114448104,185225434,61.65396728
78,383597588,354441417,54.84120384
78,421455820,401548689,66.33568152
71,98701841,151011029,41.69960685
71.8,196543558,178520316,81.75992164
2,0,0,53.40945645
60,210980616,203681564,65.90610866
71.67,194074039,175867009,57.67073224
63,278389414,274727010,48.22387167
77.33,215822107,188978561,90.98621773
72.67,198669229,179213033,69.87730647
72,195421012,177167401,82.54678313
4,41667,39240,38.7817017
3,41331,38975,38.7337964
41,170639783,162499732,60.21736712
71.67,192962054,175396117,54.28337806
33,57331719,54063923,63.25023483
43,84721707,106978738,52.80906411
48,112613077,123284165,59.62639963
65,309490660,229537315,61.41266275
76.61,216161816,195302882,79.92398065
51,171423568,143901079,52.24395431
33,288892632,249962960,65.46347996
3,5054,2279,22.83665411
77,387361802,375117490,58.78081776
71.33,42250028,38760112,67.33181004
2,5380,2603,22.74785404
82,457443316,424998379,56.8749692
76,399944789,386419209,53.71575952
6,5000,2225,22.89116353
73.33,43390504,39450610,76.8365117
76,374421962,357083316,55.30481334
83,468286945,444172758,47.19931805
73.67,200789721,181462368,72.70888719
82,452586232,433007221,68.05483658
45,138502175,116878851,51.39588319
3,37366,36817,36.30510443
78.31,47493217,43417622,63.04386626
53,173867193,179100137,46.9463801
60,250463216,215886111,60.78161331
31,28682297,26145106,39.34762432
31,364751577,339316032,55.85849293
65,284558383,280121906,57.50159896
78,307423121,228929199,48.68717637
49,346232673,343054411,56.16929316
98.64,366036955,327924137,72.29153826
4,46659,41189,36.04286991
3,42140,39294,39.8156535
63,278172322,260073548,61.81937518
1.97,21155,17121,53.92486474
83,480436866,463752645,55.79941142
23,18133792,17631082,49.46239891
73.33,194091580,175856580,62.82595657
2,22664,18118,53.45314215
3,46083,40763,36.01955227
75,47161233,43038502,92.29647754
72,42654104,39084757,82.54678313
28,4160105,3244869,54.79795621
24,15186389,19545503,62.59825539
82,423247860,397820169,40.33036876
79,432645775,401232304,57.38770322
3,41249,39203,42.00923866
2,0,0,53.72656693
2.33,42210,34135,55.83302722
37,362872821,329557597,42.72334766
38,150590706,144193292,52.69593039
75,215714540,194988353,92.29647754
76.33,47458135,43317750,85.95561699
77,217969590,197568496,62.79472285
71.67,193851679,176202460,54.97529319
26,9655529,8755862,46.36394717
4,4946,2225,22.92418415
70,267584751,288141414,65.66632816
74.1,43053844,39395327,69.2753569
74,197854644,178628306,87.8878533
3,42544,39698,36.32120833
77.67,46458589,42411754,75.97742871
73.56,43249605,39278806,57.83053268
51,211907277,208408646,52.96370221
73,198642237,178241143,59.18956275
40,71156646,79060667,61.36277621
9,5216,2495,22.7883932
80,429364869,417412465,65.23472326
2,0,0,53.43685081
72.88,42261705,38677317,79.93819666
35,58187463,53987918,46.09607375
45,167715602,165420889,47.12636788
71,342611118,328344472,58.62465563
76,47023830,42918134,63.6846245
27.67,4176584,3246541,71.72009605
3,5462,2819,22.71965951
60,286394787,264014834,63.03275595
2.67,0,0,53.8571052
26,22273939,17287988,61.6338501
1.67,0,0,53.770979
73.56,194101108,175635122,57.21841399
55,274372645,204993989,46.80728709
3,42713,42777,38.81954841
3,41187,38831,46.90980342
53,344896899,337013369,44.61415914
1.67,0,0,53.57309625
71.67,42391178,38920389,64.68358476
38,362504182,332705577,60.3125173
78.64,213674623,193273528,75.19907606
72.67,194492842,176451713,75.39820401
76.72,47753394,43600040,86.65448448
59,136587084,139370917,65.4603303
2,22005,17465,53.91293159
59,281279506,251939750,66.09254816
54,235234048,233364223,60.52466208
4,41331,38958,38.78789942
3,5116,2287,22.89680244
78.33,47898135,43652803,71.68979622
70,130574407,170381654,56.19205199
77.67,219903396,198508658,55.05436328
40,447121640,434477572,47.73059442
57,106978070,92583479,51.24373434
4,38254,37526,35.9463989
57,222429346,247679469,59.50000686
3.33,0,0,63.76379835
76.61,215822107,195421012,79.92398065
1.67,0,0,53.95236287
76.67,215822107,195421012,65.34540761
72.67,42377654,38853408,55.4999367
55,402852570,378734304,59.03182527
65,385168378,354793511,56.13982861
71.67,193273528,176093659,80.43565335
60,406806288,389174990,44.18793914
83,54925546,50021267,81.44644299
2,5162,2333,22.83192962
41,25627115,24950211,58.00940529
3,5090,2315,26.67441212
32,80130943,80434794,54.99756917
75,368722669,344239008,47.83722562
72,194141821,175926124,54.29302834
45,140607581,129639379,54.03179225
1.97,22445,17719,53.42097453
42,327509184,319612086,53.73486068
49,147974576,148742291,50.4850729
2,193013,154596,53.97934216
78.33,48110714,43967491,57.39087394
72.67,196213349,177724252,74.97877975
3,42056,39264,39.76190609
37,41638188,49435505,52.68729422
3,39377,39965,36.32517081
73,43020803,39411207,66.07623518
3,42242,39440,39.81407867
28,19327353,15032386,54.79795621
67,353457056,339952662,41.58413628
76,47482525,43428543,66.69157063
70,350668291,333038063,54.32791101
45,103098257,140656586,54.41610146
28.33,19391860,15064253,54.64158007
42,373455472,369537742,55.20839313
29,34376210,31571951,58.2869309
51,130872416,160052698,59.07332965
72.33,194347270,177167401,60.64457685
74.67,193273528,175019917,75.14086305
35,98747499,100577763,64.93550565
24,37379396,31824656,73.16236442
76.67,46413168,42340057,61.44606943
31,45098583,43914474,65.43523463
82.33,215316760,194094565,66.26135465
46,177801166,173157800,56.2620049
76.95,214716269,193960537,87.64939784
3,41295,38939,38.63707139
77,47180111,42894938,84.24326192
3,41930,39138,36.12511665
72,193337125,175023130,59.247672
53,254522483,237036505,56.14866797
34,49319313,48288971,38.16736577
2.67,0,0,53.35923346
1,5000,2279,23.00450046
3,0,0,53.7895532
59,271275117,233386483,58.20016287
81,444133456,414308315,51.26049865
52,126145500,156909637,56.52042935
57,239055163,197215316,41.81639824
2,22005,17773,53.86841576
35,229054871,188240147,42.08518609
67,315472007,304649452,57.81316121
46,266960407,256145885,54.13725503
71.33,193563907,175146388,81.27429434
77,382115739,378180308,50.06357739
76.39,219334461,198382342,84.10691272
1.64,197253,156621,54.03963051
4,37656,37237,36.079853
78,397146169,375194621,58.69872342
95.33,348907413,314707001,63.72685747
73.67,195421012,177167401,58.93761765
9,5524,2477,26.63453337
73.33,198841732,179247280,56.40011124
2.3,0,0,53.75468765
27,26999959,24232165,57.15330762
1.67,0,0,53.5140531
75,372544215,316092991,51.21442219
81.67,252995501,228117207,58.82679501
23,15384760,16574973,54.2848826
78.98,213674623,193273528,58.30630216
2,4983,3927,53.93493009
76.33,216895848,196494754,85.95561699
1.67,7643,7631,53.82369239
75,396323377,381800319,53.31285716
78,419055882,395310490,63.19323616
49,267510894,187489849,59.76056495
80,436032847,403180925,54.63190391
3,38346,37615,36.10667591
1.67,0,0,53.48230055
32,38161368,36266921,54.95687761
80,414619201,406230523,54.31388995
80,435097046,411191155,63.11180223
28,13194397,15017569,62.14587291
79,218751430,197835776,69.5316602
76,401518488,389410300,54.99645155
23,11726149,16341360,60.13354555
8,5000,2225,22.84737311
22,20017319,16788846,67.60067606
79,448358575,416251767,65.17310171
75,343191905,341820417,54.10784128
73,357872202,331466509,55.49897458
56,160523127,150849330,54.27152195
83,480609915,463553885,57.14848153
27,23359701,22027504,51.62474149
40,56913995,59424057,66.9418385
10,5244,2333,22.90284775
98.64,372826516,334077022,79.93456483
38,430276823,401924809,58.90837896
73.9,204925249,185109249,78.84989343
97,82441851,74530592,74.24618814
4,42332,39439,36.25277945
95.74,359703511,273804165,73.66696344
96.33,364307437,327482961,54.38434288
95,78077994,70750114,67.44097242
7,5244,2333,22.90884226
74,373965758,339194696,67.15799655
22,15890063,15771676,59.80704782
28,139212887,166756634,61.1489042
80,429094675,404310143,51.94905477
42,181555514,156570742,56.35344662
29.33,19327353,15032386,72.37527783
7,4812,2171,22.77416893
0,42044,41523,2.6167063
63,315202844,300921980,50.87065214
29,28963590,30349323,51.88230232
3,5058,2279,22.89903768
73.44,196494754,178241143,79.47996372
4,42661,39732,36.05511294
70,379343869,368302719,43.572892
73.33,42413139,38755649,75.60179392
74.43,201641922,181651750,54.24488068
44,169351047,164801820,59.15125831
32,49841359,46857825,64.26696511
2.33,42231,34135,54.51342842
1.97,0,0,53.98733218
67,306058684,300874363,60.90688846
53,271322280,252749572,72.41777485
52,137370437,156249215,64.88587312
27,35952734,28950883,54.76500241
3,42182,39521,36.09880176
2,29095,27378,53.92403461
31,40450407,37589578,55.84294784
9,5000,2225,22.90096811
97.33,82215776,74428695,61.01637228
72.67,43061027,39427760,58.28772795
74,295451811,213857994,53.12799249
37,94122170,98852521,69.97485861
35,60992790,75862313,64.46178676
37,50849587,51333199,67.42886724
72.33,42425612,38874128,60.64353919
66,463339862,448764554,39.93219089
1.67,0,0,53.62643224
76,46883107,42815898,66.66573277
50,40562940,36167005,41.97027433
78,420697599,409604637,47.90082841
3,40875,38637,41.91363127
1.67,21155,16940,53.89964948
44,35139832,36445753,46.67190255
72,194078828,176354148,56.91666096
67,272636779,285996908,52.51492659
2,0,0,53.98110619
73.56,42886666,38916860,71.76170642
67,388176676,357698139,54.24607067
76,215822107,194347270,62.95556095
96.72,77755869,70519498,58.78912776
28,19327353,15032386,56.36254776
2.33,0,0,53.6262247
74,85900346,91357959,62.99429963
73.33,194347270,177167401,80.62243308
57,369454964,361070507,43.56405264
71.8,43067239,39491456,63.71585822
77.33,219043332,198642237,60.63762449
78,399844340,388038218,63.43464229
41,100298480,94368013,56.00043079
71,290022391,284230638,52.02327496
2,37012,37241,39.81133542
57,239424672,197741216,42.40751813
2,0,0,55.8253485
80,424797461,403425967,57.61458028
43,112949224,104068642,51.63256483
3,41187,38831,38.60450797
52,123542211,137318313,53.17229092
63,237782621,261909995,53.25971937
3,41369,38843,42.01889084
1.69,0,0,53.76215884
3,41349,38939,41.85226372
22,14384438,15118854,36.56906618
3,41173,38799,38.73659045
80,397672955,381139503,56.04437362
80,407674086,398451988,52.72295649
96.33,80279401,72980802,64.14897966
2,0,0,53.40966398
32,77815878,75272689,50.34552268
75.67,214748365,194347270,72.46939407
25,16370193,20099797,55.99047381
41,190207941,214053222,54.48402234
76,216811262,195861232,57.46133141
67,336642642,314306756,70.97843144
4,41984,39192,36.21798079
47,267467659,249179099,53.8209175
72,410592500,382919825,59.54064762
