CPUUtilization_Average,NetworkIn_Average,NetworkOut_Average,MemoryUtilization_Average,Final_Target
57,383826562,362986455,47.69083115990565,49.94676178676275
59,389936620,366999221,48.742951110065654,51.511972279298014
61,388452436,362408165,50.99875241492176,53.661910523070446
64,379828743,349813879,54.05265295526699,56.2710999038443
66,367102487,332824905,56.820219066399176,58.78670560400846
68,352727521,315076795,57.944113271360195,60.203836220447
68,336991680,298251380,56.418242676836094,59.403343481132374
65,318649484,281913313,51.96059040887961,55.68973266548204
58,296283877,264303375,44.91279537868451,49.15097005741106
49,269487684,243669280,36.02896994997892,40.699478118720755
40,239925613,220070215,26.58827334117711,31.92794551600413
33,211724319,196513012,18.601497269455304,24.815162825864515
30,190028348,177799764,14.419052277318738,21.13180715211557
29,177972517,167356030,15.597368634643553,21.621553299362393
31,174421355,164665650,21.843491932162877,25.48870397353415
33,174571304,165578615,30.977061350294626,30.71452399317842
33,172782012,164879298,39.95854380298608,35.08397067154244
32,165161453,158677060,46.21590465127429,37.22357866140609
29,150623905,145441129,48.54943175205118,37.05619915541193
27,131165211,126492825,47.40719213401101,35.61427608269738
27,111838962,106387707,44.56395076570663,34.45280588046862
31,99347268,91908525,42.21930219042711,34.86477021757881
36,98716670,88852604,41.77011371887778,37.15178372719735
42,110123125,98495967,42.97991268659512,40.3910118667535
46,128700809,116750199,44.25920299170614,42.989657923189256
48,147619625,136789204,43.961061100246305,43.7242930614325
47,161942678,152997428,41.700827704566265,42.53295099664528
46,170649669,163463653,38.679948803440695,40.541157597563064
46,175999188,169765409,36.854587563945316,39.383562781989895
47,181139694,174747966,37.67352747994147,40.29233455815391
50,187870409,180296506,41.2865797274624,43.48058093063911
54,196338089,186972801,46.618446822701245,48.13463011714541
59,206678338,195463611,52.03918483994223,52.934997850065464
63,220307549,207566336,56.05274773396158,56.66834269852091
65,238621348,224707012,57.63389222700654,58.50919197395863
65,259987201,245086845,56.28379318138016,57.96794453735116
63,278527472,262836381,52.06304681724843,54.84294542823153
58,286660177,270789189,45.645823765828375,49.359682186038334
50,279416354,264643251,38.19070723329625,42.280344660326385
42,257108573,245140828,30.94290754073533,34.72379389423157
33,225195939,217436739,24.835652143391112,27.818033013205092
26,192465450,189185930,20.436614665377668,22.526784474865597
23,168360983,168375761,18.207847056363295,19.69014778926163
23,159544649,160701583,18.65435527655701,19.94364901813222
27,166992832,167162999,22.046375062175567,23.338782206500667
33,186126661,183981103,27.93458755264722,29.014371308835663
39,210387743,205484056,35.01621825602821,35.406342227424204
44,234984087,227322373,41.625647033980606,40.96908235923476
47,257430654,247036252,46.50300320315889,44.83639038060162
49,275694380,262590932,49.22078221539748,46.93163991360071
50,287641936,272069146,50.01456841930395,47.6010881653574
49,293106608,275585370,49.34348403370894,47.226800063027596
49,295554262,276649209,47.65688106693198,46.12813635590652
48,299991437,280028145,45.45994908663236,44.65559468226417
47,308215006,287268425,43.38244309072501,43.210357455643084
46,316427326,294544982,42.0196427135663,42.12783597912383
45,318440173,295760254,41.6505481165845,41.596057582738574
45,311525329,288111718,42.09046857121913,41.70469482155575
46,298606480,274269947,42.814865939821196,42.49944035672296
49,284494237,258998782,43.297818458068285,43.91849691605303
52,270801212,244402786,43.349042562261495,45.69537620611547
56,255541452,229274231,43.190513382737834,47.39766979916996
59,237569331,212804320,43.215648403481644,48.63068602405042
60,220289335,197833924,43.68392794417298,49.27113268177271
59,210151882,189703607,44.64244408816311,49.56781240956191
59,211333899,191796046,46.074071452141396,50.028542928290165
59,221766983,202126634,48.03827162967932,51.13982089146098
61,234078742,214116778,50.64199395010699,53.07691416232443
63,240491749,220879772,53.859775687380825,55.55930846507791
64,237446160,219337995,57.30102571627565,57.87801670128102
64,226329340,210820454,60.077016324628616,59.04170907532729
61,210721598,198448574,61.002691488194955,58.0720054917663
55,193920761,184880421,59.24930357941707,54.51423848860358
47,179196679,172783848,55.12773223607136,48.9787325319727
40,170857833,166111640,50.33902669286751,43.226457469390596
35,172745935,168736888,47.29635842616433,39.47390542283647
34,184468432,180651431,47.86807138008339,39.2337074888316
36,199682373,195997912,52.38588695669062,42.490470926955304
40,209570809,206191518,59.52324179493036,47.789992569371094
44,209327941,206196980,66.95602818790613,53.090654532
46,201997375,198516258,72.26015566702415,56.69573836904404
47,196112496,191276095,73.62845608569417,57.71102793619484
47,198929903,191852822,70.35501672356145,56.00257804832035
46,210496129,200944080,63.08067011568613,51.95505593612028
43,222862229,211414434,53.57782955535057,46.23885814663439
39,225012229,212767191,43.9606009645648,39.61949167001094
33,210368670,198365383,35.734480507479304,32.840412323436894
26,182004497,170651541,29.369421511029127,26.616433464415614
20,151856727,140708074,24.6399202219881,21.651570395527624
17,134105703,122229575,21.297299445016744,18.54212475189618
17,137167721,123984101,19.455938360519912,17.591466729372293
19,159877359,145875396,19.477596743278394,18.729716083945537
23,194006280,180707824,21.612537013119965,21.644184449479333
28,230283212,219403265,25.74698903781806,25.985566908180488
34,263127647,255574169,31.35512034522546,31.429774446693322
41,291463881,286901711,37.55917600468595,37.55032430368837
48,316297712,313449873,43.281022982024616,43.68146810986638
55,337568276,334892587,47.56413875081375,48.97646941878236
60,352909705,349224206,49.95812260542878,52.67190717615825
63,359555179,354407772,50.61337689075393,54.36398825496223
63,357819892,351550537,49.91001591713556,54.09286328040631
61,352490338,345988234,47.977204495357974,52.22045087359431
58,349834475,344087369,44.67602434631821,49.265279017328794
56,352198405,347840971,40.130608606498996,45.82015716954679
54,354986724,352054648,35.2054886239628,42.49279047897045
52,349112956,347094840,31.284642970748603,39.750241882052876
49,327287878,325419481,29.426075261260902,37.714155460690456
46,289276433,286893342,29.65734602874288,36.11928663246888
41,242382608,239108337,31.087308933385074,34.57433970014313
36,197464270,193142730,32.73599137599869,32.98308048583609
32,163801978,158309302,34.29208181384198,31.747639599466993
30,145968211,139131121,36.07762056101823,31.473300301643476
29,143563648,135274790,38.31749358204,32.363303080906704
30,152566390,142989432,40.546774483629264,33.876397028849915
31,166574695,156265689,41.78317715189038,34.990912014575315
31,177659811,167490070,41.204276541779755,34.80496513078603
30,178264546,169118435,38.635971323874905,32.98365443145539
28,164938650,157276390,34.58066975251276,29.894403053744554
25,141655655,135185401,29.99863443873901,26.514321234892247
24,118912037,112659768,26.024692249549663,24.089783507399098
25,107775493,100614495,23.640754140628925,23.556354468191532
29,112944676,104272065,23.403640271310515,25.056583464371474
33,130337917,120420380,25.377913392544613,27.975347007160185
37,151022025,140764714,29.250494958636903,31.465957636312602
39,167928959,158256678,34.49093860371701,34.99335252597194
40,179612013,170934656,40.51065150813756,38.48861044069811
41,188228249,180391859,46.81385247582757,42.10500478001461
43,194509867,187262904,53.039629528608444,45.84470775312476
44,195421126,188997654,58.829913568653836,49.360467654693906
45,187275261,182536503,63.69411782893836,52.106629080877426
45,171130069,169004763,67.14644170229704,53.765249366168945
45,154650397,155203933,69.1113969539456,54.618009679265484
46,148084293,149940207,70.17333432861471,55.496499308765095
49,157637178,158282311,71.22929330571142,57.23096321601866
53,181561776,178413135,72.67372277114092,59.94612912000215
58,211412406,202971909,73.84020975353997,62.75195007300061
61,236739043,223157706,73.30472730030006,64.12272092183345
62,249802409,232631355,69.86989725461497,62.74449394968254
59,248116898,229501843,63.45898672817377,58.292497986877635
53,234627691,216399339,55.315299861048786,51.69782499389269
46,216221397,199263297,47.47992086534271,44.785937604944095
41,201099167,185197676,41.908523141950205,39.468811023496656
37,195558176,179748378,39.674075777902374,36.89608950354266
37,201466814,184688724,40.65671095507246,37.06583049502708
38,216122977,197829230,43.90948110407349,39.16703190872861
40,234949017,215286808,48.43084595297627,42.369095346992644
43,255105308,234540214,53.69008962249434,46.35415887739529
47,276921480,255579802,59.44403150244595,51.12063751309216
53,301710191,278979217,65.09586712698376,56.31746757147954
58,327832218,302617523,69.32387403122712,60.8259602710726
62,348647126,320210151,70.40146926051843,63.01284462409939
62,354452309,323291423,66.96114539441349,61.447357788669976
58,337287632,305423208,58.71124197110716,55.61527139385633
50,295536193,265908002,46.83545238260184,46.33317504341251
41,235700033,210973551,33.92491990824791,35.70333348122488
32,170513261,152000318,23.245234644606924,26.467493024396617
26,114388082,101680846,17.43388322140773,20.890036102176833
24,78361182,69755646,17.33961221254173,19.787433951524815
25,66688005,60009101,21.84912779197312,22.379661480400667
28,76094214,69467352,28.79283185833365,26.99958372383766
31,97531061,89858887,36.12827211996721,32.01768951326506
33,119909578,110999653,42.55959410780056,36.37235613523785
35,135001714,125349851,47.509097522462355,39.67067494456728
37,141603742,131899928,50.93094686051779,42.145278539439126
40,146176644,136754498,53.24581700659186,44.518234777902954
44,158530631,149101703,55.16654289178226,47.56703488203926
51,184601397,174499389,57.18507672551239,51.42854122076658
57,221069604,209872613,59.00832127273917,55.14943161795033
60,255829599,243906962,59.520824299163955,57.01126729412478
59,274420341,262975718,57.47027517437446,55.55895860301588
54,268309114,258875120,52.417026038612235,50.621686067818366
46,239465536,233212390,45.21541826887412,43.551682221900194
39,198312106,195616607,37.60775509983504,36.45853792349197
33,157113277,157587543,31.17788988338738,30.957247602785596
31,123991711,126861767,26.482703206639425,27.347309350332075
29,101215352,105767247,23.11513357982717,24.82967613744481
26,87108797,92909300,20.610362845261697,22.49427636927017
23,78630435,85387981,19.233703241991474,20.151027254444223
18,73050571,80277622,19.793775344527788,18.329438358738624
14,69115785,75959451,22.690248390463267,17.6560818173198
11,67633325,73118680,27.254027558617153,18.337282355449933
10,70339305,73914343,32.110099911300594,20.14699681973401
11,77365541,79376271,36.184290183035124,22.70848609798611
14,86065029,87788517,39.334935794365244,25.699937929306373
18,93070986,96144177,42.078204749506384,28.89870415957605
22,97517726,102966501,44.86154834300517,32.188496233507955
27,101666517,109129895,47.68335142158998,35.56486520252622
31,108290033,116069855,50.25633664033933,39.03917125602022
36,118015773,123996234,52.23732924117455,42.42380474897157
41,129570724,132271275,53.172999337606534,45.19670246838325
45,142164607,141080624,52.43532135306301,46.67422627148747
48,156715929,151881852,49.53958573632331,46.429430273855466
49,174032188,165538563,44.65979720969406,44.575606954846904
48,191741528,179815864,38.76584125070375,41.63209528249325
47,203831574,189254164,33.195854377594344,38.161955517453734
43,204653810,188789471,29.081879517035908,34.62744421139931
39,194647486,178810866,27.05923695463741,31.568889610184407
35,182403230,167070914,27.230257537329457,29.70976581524679
33,180317192,164911810,29.149979991051847,29.636748309533218
33,196803658,180214388,31.85430111868233,31.277578353117324
36,231075790,212427529,34.14662266421055,33.753431105997734
40,274071055,253169993,35.133150963952076,35.85911262640677
42,314082898,291382282,34.63762788602263,36.804746977285504
43,342648314,318958735,33.129959492979495,36.60353505157636
44,357036479,333236414,31.235545019788965,35.82978846065686
44,358896006,335723929,29.305901486681243,35.04535658893917
44,351427442,329332264,27.46784767292464,34.455976132159115
45,337640587,316698682,26.08058598614578,34.078805143398235
45,320178401,300120494,26.100136093439858,34.16972590701645
